"v","vw","o","c","h","l","t","n","time"
14190841,409.1485,409.36,409.48,409.57,409.18,1680292800000,9304,2023-03-31 16:00:00
964367,407.9513,409.49,409.52,409.75,409.39,1680294600000,1669,2023-03-31 16:30:00
45791,409.5867,409.52,409.62,409.65,409.51,1680296400000,397,2023-03-31 17:00:00
41997,409.576,409.63,409.52,409.69,409.5,1680298200000,335,2023-03-31 17:30:00
62079,409.5275,409.52,409.58,409.6,409.46,1.6803e+12,374,2023-03-31 18:00:00
4938,409.6264,409.63,409.69,409.69,409.6,1680301800000,218,2023-03-31 18:30:00
2831,409.6007,409.62,409.6,409.62,409.58,1680303600000,154,2023-03-31 19:00:00
37376,409.7439,409.61,409.76,409.85,409.61,1680305400000,775,2023-03-31 19:30:00
67557,408.8782,409,408.42,409.32,408.42,1680508800000,475,2023-04-03 04:00:00
20883,408.6007,408.45,408.67,408.8,408.36,1680510600000,155,2023-04-03 04:30:00
8672,408.8994,408.72,408.79,409,408.72,1680512400000,94,2023-04-03 05:00:00
12435,408.8566,408.92,408.84,408.97,408.77,1680514200000,76,2023-04-03 05:30:00
28522,409.1367,408.98,409.16,409.3,408.95,1.680516e+12,218,2023-04-03 06:00:00
45372,409.2274,409.18,409.24,409.35,409.1,1680517800000,205,2023-04-03 06:30:00
118902,409.1754,409.24,409.22,409.36,408.92,1680519600000,700,2023-04-03 07:00:00
92747,408.9779,409.22,409.01,409.22,408.76,1680521400000,607,2023-04-03 07:30:00
210906,408.7581,409.05,408.7,409.3296,408.1,1680523200000,1778,2023-04-03 08:00:00
149174,408.7871,408.7699,409,409.07,408.4799,1.680525e+12,1370,2023-04-03 08:30:00
194240,408.9053,409,408.86,409.08,408.78,1680526800000,1546,2023-04-03 09:00:00
7377921,409.7917,408.85,410.11,410.7,408.82,1680528600000,81224,2023-04-03 09:30:00
5939431,410.6876,410.15,411.19,411.31,410.04,1680530400000,64361,2023-04-03 10:00:00
5610556,409.9698,411.2,408.995,411.37,408.96,1680532200000,52119,2023-04-03 10:30:00
4896399,408.8728,409,409.04,409.27,408.44,1.680534e+12,45956,2023-04-03 11:00:00
3750092,409.2127,409.06,409.49,409.5,408.97,1680535800000,30009,2023-04-03 11:30:00
3893895,409.6257,409.49,409.6401,409.89,409.38,1680537600000,30394,2023-04-03 12:00:00
2049073,409.5447,409.645,409.28,409.78,409.22,1680539400000,20675,2023-04-03 12:30:00
2954183,409.4391,409.285,409.21,409.77,408.95,1680541200000,28604,2023-04-03 13:00:00
2941014,409.1968,409.22,409.2214,409.6,408.9,1.680543e+12,26214,2023-04-03 13:30:00
3086339,409.3663,409.23,409.61,409.68,409.1,1680544800000,30713,2023-04-03 14:00:00
3252297,410.0955,409.61,410.375,410.46,409.57,1680546600000,33218,2023-04-03 14:30:00
3810845,410.6015,410.38,410.835,411,410.306,1680548400000,37135,2023-04-03 15:00:00
9220009,410.9291,410.835,410.93,411.19,410.5,1680550200000,74062,2023-04-03 15:30:00
5654730,410.9497,410.95,411.04,411.09,410.79,1.680552e+12,4291,2023-04-03 16:00:00
300752,410.9502,411.04,410.9,411.05,410.85,1680553800000,774,2023-04-03 16:30:00
305502,410.9426,410.9,410.85,410.95,410.85,1680555600000,339,2023-04-03 17:00:00
52072,410.7461,410.84,410.75,410.88,410.67,1680557400000,314,2023-04-03 17:30:00
173382,410.5434,410.75,410.47,410.76,410.4,1680559200000,708,2023-04-03 18:00:00
16566,410.4899,410.49,410.47,410.54,410.43,1.680561e+12,136,2023-04-03 18:30:00
27677,410.6096,410.46,410.6,410.671,410.46,1680562800000,203,2023-04-03 19:00:00
71806,410.6082,410.55,410.58,410.7,410.51,1680564600000,417,2023-04-03 19:30:00
11304,411.0315,410.7,411.2,411.47,410.65,1680595200000,92,2023-04-04 04:00:00
19097,411.1118,411.27,411.1,411.3,410.97,1.680597e+12,88,2023-04-04 04:30:00
7605,411.5071,411.24,411.85,411.85,411.16,1680598800000,80,2023-04-04 05:00:00
31186,411.9899,411.78,412.24,412.39,411.75,1680600600000,229,2023-04-04 05:30:00
20394,412.184,412.13,412.2,412.25,412,1680602400000,176,2023-04-04 06:00:00
31465,412.5055,412.2,412.42,412.75,412.2,1680604200000,245,2023-04-04 06:30:00
84529,412.2821,412.4,412.19,412.5,412.03,1.680606e+12,1009,2023-04-04 07:00:00
45993,412.1434,412.14,412.14,412.31,412.01,1680607800000,381,2023-04-04 07:30:00
105458,412.2057,412.37,412.16,412.74,410.75,1680609600000,1429,2023-04-04 08:00:00
87670,411.9678,412.12,412.03,412.18,411.76,1680611400000,1050,2023-04-04 08:30:00
223751,410.8483,412.01,411.61,412.06,409.7339,1680613200000,1103,2023-04-04 09:00:00
5726249,411.0813,411.62,411.01,411.68,410.45,1.680615e+12,53760,2023-04-04 09:30:00
7505330,411.0491,411.03,410.48,411.92,409.99,1680616800000,64974,2023-04-04 10:00:00
4792790,410.2617,410.49,409.72,411.03,409.54,1680618600000,40127,2023-04-04 10:30:00
6240087,409.0255,409.714,408.8719,409.72,408.21,1680620400000,52531,2023-04-04 11:00:00
3879264,408.7402,408.875,408.3,409.13,408.26,1680622200000,34470,2023-04-04 11:30:00
4963401,407.8038,408.3,408.3,408.5,407.24,1.680624e+12,43500,2023-04-04 12:00:00
2925836,408.224,408.29,408.33,408.54,407.88,1680625800000,25561,2023-04-04 12:30:00
2696380,408.719,408.35,408.98,409.15,408.11,1680627600000,24448,2023-04-04 13:00:00
2765101,408.8975,408.98,408.68,409.29,408.505,1680629400000,25969,2023-04-04 13:30:00
2622013,408.5218,408.69,407.96,408.975,407.91,1680631200000,25089,2023-04-04 14:00:00
3378114,408.0701,407.955,407.85,408.43,407.68,1.680633e+12,30531,2023-04-04 14:30:00
4065091,408.6151,407.84,407.79,411.025,407.67,1680634800000,33360,2023-04-04 15:00:00
9020909,408.34,407.79,408.7,408.71,407.48,1680636600000,67605,2023-04-04 15:30:00
3309820,408.8966,408.72,408.84,408.91,408.63,1680638400000,5069,2023-04-04 16:00:00
857740,409.446,408.83,408.97,409.01,408.67,1680640200000,1370,2023-04-04 16:30:00
15055,408.9889,408.99,408.94,409.01,408.91,1.680642e+12,249,2023-04-04 17:00:00
32381,408.9878,408.92,409.05,409.05,408.91,1680643800000,604,2023-04-04 17:30:00
61431,408.9522,409.04,408.9099,409.06,408.88,1680645600000,359,2023-04-04 18:00:00
81247,409.0062,408.96,408.95,409.09,408.93,1680647400000,269,2023-04-04 18:30:00
16425,409.004,409.04,409.07,409.07,408.95,1680649200000,166,2023-04-04 19:00:00
46069,409.0903,409.05,409.09,409.18,408.97,1.680651e+12,348,2023-04-04 19:30:00
21987,408.0883,408.43,407.94,408.67,407.94,1680681600000,164,2023-04-05 04:00:00
37843,407.9326,407.96,407.95,408.11,407.76,1680683400000,200,2023-04-05 04:30:00
51998,408.0186,407.94,407.86,408.34,407.86,1680685200000,222,2023-04-05 05:00:00
7178,407.8628,407.8,407.86,408.05,407.78,1.680687e+12,67,2023-04-05 05:30:00
5492,407.9487,407.86,407.99,408.04,407.74,1680688800000,68,2023-04-05 06:00:00
10255,408.1473,408.06,408.35,408.36,407.89,1680690600000,102,2023-04-05 06:30:00
68726,408.3596,408.32,408.46,408.48,408.2,1680692400000,531,2023-04-05 07:00:00
72833,408.48,408.5,408.28,408.66,408.27,1680694200000,712,2023-04-05 07:30:00
214424,408.3541,408.43,408.25,409.04,407.8204,1.680696e+12,2521,2023-04-05 08:00:00
284923,407.8707,408.21,407.94,408.31,407.64,1680697800000,1978,2023-04-05 08:30:00
224128,407.9562,407.89,407.89,408.12,407.77,1680699600000,1630,2023-04-05 09:00:00
6033477,408.1285,407.91,408.35,408.62,407.77,1680701400000,57702,2023-04-05 09:30:00
6602420,407.7612,408.37,407.2799,408.7,407.205,1680703200000,65130,2023-04-05 10:00:00
5664939,407.159,407.24,406.35,407.8,406.23,1.680705e+12,43243,2023-04-05 10:30:00
3955857,406.6514,406.35,406.568,407.03,406.15,1680706800000,36071,2023-04-05 11:00:00
3687215,407.012,406.57,407.06,407.405,406.48,1680708600000,31504,2023-04-05 11:30:00
3572923,406.6084,407.05,406.17,407.125,405.93,1680710400000,30239,2023-04-05 12:00:00
2655317,406.1765,406.17,406.1552,406.535,405.88,1680712200000,25428,2023-04-05 12:30:00
3491057,406.8044,406.165,406.875,407.09,405.98,1.680714e+12,32451,2023-04-05 13:00:00
3168102,406.8773,406.87,407.16,407.23,406.55,1680715800000,26642,2023-04-05 13:30:00
3424853,407.3171,407.17,407.09,407.6821,407.05,1680717600000,33504,2023-04-05 14:00:00
2901950,407.4737,407.085,407.5,407.77,407.05,1680719400000,27858,2023-04-05 14:30:00
3591817,407.243,407.51,407.21,407.51,406.84,1680721200000,30337,2023-04-05 15:00:00
8549789,407.6362,407.22,407.65,407.86,407.19,1.680723e+12,68110,2023-04-05 15:30:00
5187765,407.7672,407.66,407.6,407.74,407.57,1680724800000,4248,2023-04-05 16:00:00
319361,407.5318,407.62,407.43,407.64,407.42,1680726600000,899,2023-04-05 16:30:00
12029,407.4089,407.55,407.3501,407.55,407.34,1680728400000,457,2023-04-05 17:00:00
37689,407.2987,407.37,407.25,407.37,407.17,1680730200000,395,2023-04-05 17:30:00
107868,407.1976,407.25,407.31,407.35,407.06,1.680732e+12,514,2023-04-05 18:00:00
10292,407.326,407.23,407.37,407.41,407.22,1680733800000,102,2023-04-05 18:30:00
16011,407.3494,407.32,407.37,407.4,407.32,1680735600000,134,2023-04-05 19:00:00
26616,407.2848,407.37,407.28,407.37,407.21,1680737400000,260,2023-04-05 19:30:00
10297,407.6427,407.62,407.53,407.79,407.5,1.680768e+12,95,2023-04-06 04:00:00
11310,407.5957,407.51,407.67,407.69,407.46,1680769800000,59,2023-04-06 04:30:00
8951,407.5532,407.71,407.4,407.73,407.36,1680771600000,68,2023-04-06 05:00:00
6636,407.3534,407.44,407.25,407.53,407.22,1680773400000,69,2023-04-06 05:30:00
73340,407.1705,407.19,407.41,407.49,406.85,1680775200000,347,2023-04-06 06:00:00
88129,407.5309,407.45,407.56,407.65,407.43,1.680777e+12,369,2023-04-06 06:30:00
38520,407.7794,407.65,407.83,407.91,407.62,1680778800000,336,2023-04-06 07:00:00
95162,408.0648,407.9,408.25,408.25,407.9,1680780600000,695,2023-04-06 07:30:00
178234,407.7662,408.101,407.55,408.33,406.55,1680782400000,1722,2023-04-06 08:00:00
389416,407.2522,407.55,407.08,407.8,407,1680784200000,2382,2023-04-06 08:30:00
217180,406.8099,407.05,406.76,407.15,406.53,1.680786e+12,2259,2023-04-06 09:00:00
6176643,406.0937,406.77,406.145,406.9,405.678,1680787800000,57372,2023-04-06 09:30:00
5711351,406.7807,406.15,406.84,407.29,406.07,1680789600000,52870,2023-04-06 10:00:00
4531417,406.7235,406.83,406.44,407.13,406.12,1680791400000,35415,2023-04-06 10:30:00
3018948,406.9839,406.43,407.16,407.35,406.23,1680793200000,28452,2023-04-06 11:00:00
4363837,407.7288,407.17,408.115,408.14,407.04,1.680795e+12,32837,2023-04-06 11:30:00
3586581,408.4296,408.12,408.465,408.635,408.12,1680796800000,32067,2023-04-06 12:00:00
3429063,408.8626,408.48,408.59,409.15,408.4601,1680798600000,31152,2023-04-06 12:30:00
2722479,408.6615,408.61,408.9999,409.2,408.42,1680800400000,23043,2023-04-06 13:00:00
2321302,408.9161,408.99,408.86,409.22,408.73,1680802200000,23808,2023-04-06 13:30:00
2430475,409.1053,408.865,409.28,409.3799,408.76,1.680804e+12,22702,2023-04-06 14:00:00
2617979,409.2105,409.295,408.93,409.48,408.85,1680805800000,25005,2023-04-06 14:30:00
3889259,408.7199,408.935,408.888,409.1899,408.47,1680807600000,34159,2023-04-06 15:00:00
9993352,408.975,408.9,409.2,409.26,407.7563,1680809400000,68203,2023-04-06 15:30:00
4464186,409.1885,409.2,409.05,409.22,409.02,1680811200000,3370,2023-04-06 16:00:00
1650701,409.1859,409.06,409.01,409.16,409.01,1.680813e+12,587,2023-04-06 16:30:00
534003,409.1772,409.02,408.95,409.02,408.92,1680814800000,342,2023-04-06 17:00:00
76149,408.891,408.95,408.85,408.97,408.85,1680816600000,399,2023-04-06 17:30:00
205748,408.8585,408.85,408.97,408.97,408.72,1680818400000,726,2023-04-06 18:00:00
14599,408.9473,408.98,408.9,409.02,408.88,1680820200000,150,2023-04-06 18:30:00
14258,408.7913,408.8699,408.72,408.88,408.68,1.680822e+12,191,2023-04-06 19:00:00
27208,408.7502,408.71,408.76,408.8,408.71,1680823800000,270,2023-04-06 19:30:00
25672,409.0738,409.07,408.95,409.16,408.95,1681113600000,147,2023-04-10 04:00:00
10421,409.089,408.97,409.2,409.2,408.97,1681115400000,59,2023-04-10 04:30:00
8039,409.2707,409.22,409.34,409.35,409.18,1681117200000,55,2023-04-10 05:00:00
3909,409.4296,409.38,409.34,409.49,409.34,1.681119e+12,41,2023-04-10 05:30:00
6236,409.4039,409.35,409.35,409.46,409.31,1681120800000,63,2023-04-10 06:00:00
4125,409.3652,409.35,409.33,409.46,409.31,1681122600000,58,2023-04-10 06:30:00
31961,409.0658,409.29,408.62,409.32,408.6,1681124400000,405,2023-04-10 07:00:00
83677,408.3507,408.59,408.45,408.59,408.25,1681126200000,514,2023-04-10 07:30:00
224877,407.6003,408.9598,407.1,409.31,406.92,1.681128e+12,2167,2023-04-10 08:00:00
125407,406.9376,407.09,406.81,407.13,406.75,1681129800000,1781,2023-04-10 08:30:00
269554,406.672,406.78,406.6,406.99,406.32,1681131600000,2810,2023-04-10 09:00:00
8969002,406.9472,406.61,406.2,406.84,405.97,1681133400000,69980,2023-04-10 09:30:00
5640957,407.0325,406.2,406.48,407.15,406.02,1681135200000,50314,2023-04-10 10:00:00
4079934,407.2605,406.5,406.68,407.39,406.475,1.681137e+12,32756,2023-04-10 10:30:00
2935332,407.2702,406.71,407.385,407.59,406.71,1681138800000,24703,2023-04-10 11:00:00
2791181,407.4897,407.39,407.01,407.785,406.95,1681140600000,24593,2023-04-10 11:30:00
3433189,406.6752,407.02,406.9007,407.0233,406.29,1681142400000,29244,2023-04-10 12:00:00
4367087,408.0385,406.9,408.3,408.34,406.9,1681144200000,30581,2023-04-10 12:30:00
3771216,408.5862,408.31,408.68,408.82,408.24,1.681146e+12,28180,2023-04-10 13:00:00
3329794,408.5616,408.68,408.64,408.9,408.19,1681147800000,26352,2023-04-10 13:30:00
2763177,408.818,408.62,408.75,409.06,408.36,1681149600000,22286,2023-04-10 14:00:00
2541723,408.7359,408.76,409.07,409.13,408.4,1681151400000,21900,2023-04-10 14:30:00
2903090,408.9832,409.08,408.73,409.26,408.72,1681153200000,26153,2023-04-10 15:00:00
9262105,409.1306,408.73,409.66,409.69,408.64,1.681155e+12,64381,2023-04-10 15:30:00
4988937,409.6113,409.67,409.98,410.07,409.45,1681156800000,5749,2023-04-10 16:00:00
170609,409.9052,409.98,409.89,410.07,409.61,1681158600000,625,2023-04-10 16:30:00
68024,409.9291,409.85,409.9,410,409.61,1681160400000,318,2023-04-10 17:00:00
31917,409.8754,409.92,409.8,409.95,409.8,1681162200000,299,2023-04-10 17:30:00
54653,409.8593,409.77,409.99,410,409.72,1.681164e+12,364,2023-04-10 18:00:00
13228,409.9773,410.01,409.941,410.04,409.9,1681165800000,98,2023-04-10 18:30:00
11177,410.0329,409.93,410.08,410.09,409.93,1681167600000,131,2023-04-10 19:00:00
22780,410.0655,410.04,410.18,410.1896,409.97,1681169400000,314,2023-04-10 19:30:00
21941,410.1038,409.9,410.1,410.25,409.9,1.6812e+12,116,2023-04-11 04:00:00
5649,410.195,410.11,410.34,410.36,409.99,1681201800000,58,2023-04-11 04:30:00
9025,410.4944,410.36,410.54,410.61,410.34,1681203600000,96,2023-04-11 05:00:00
8367,410.7459,410.56,410.8,410.84,410.53,1681205400000,62,2023-04-11 05:30:00
6835,410.7425,410.85,410.63,410.85,410.63,1681207200000,63,2023-04-11 06:00:00
20626,410.3662,410.64,410.43,410.64,410.25,1.681209e+12,135,2023-04-11 06:30:00
57609,410.0229,410.4,409.68,410.48,409.68,1681210800000,476,2023-04-11 07:00:00
138276,409.5199,409.74,409.54,409.74,409.36,1681212600000,900,2023-04-11 07:30:00
233965,409.8097,410.45,409.74,410.8296,409.36,1681214400000,1594,2023-04-11 08:00:00
126970,409.929,409.73,409.73,410.15,409.68,1681216200000,1209,2023-04-11 08:30:00
163707,410.0127,409.73,410.26,410.28,409.63,1.681218e+12,1734,2023-04-11 09:00:00
4907175,409.8588,410.26,409.52,410.2809,409.41,1681219800000,44305,2023-04-11 09:30:00
4097522,409.6284,409.54,410.005,410.01,409.33,1681221600000,40286,2023-04-11 10:00:00
3178348,409.4301,410.01,409.38,410.03,408.92,1681223400000,29766,2023-04-11 10:30:00
2850979,409.7413,409.4,409.83,410.1192,409.35,1681225200000,25303,2023-04-11 11:00:00
2056255,409.7746,409.82,410.0291,410.1075,409.47,1.681227e+12,19340,2023-04-11 11:30:00
2333277,410.2253,410.03,410.31,410.54,409.98,1681228800000,21700,2023-04-11 12:00:00
2368408,410.1793,410.31,410.41,410.49,409.83,1681230600000,20057,2023-04-11 12:30:00
2356734,410.3115,410.42,410.49,410.7,410.14,1681232400000,18696,2023-04-11 13:00:00
2656542,410.4395,410.485,410.81,410.88,410.33,1681234200000,19659,2023-04-11 13:30:00
4510245,410.7416,410.83,410.9399,410.95,410.54,1.681236e+12,19780,2023-04-11 14:00:00
2848131,410.8556,410.95,410.95,411.12,410.81,1681237800000,24068,2023-04-11 14:30:00
3306300,410.8903,410.95,410.98,411.18,410.61,1681239600000,27747,2023-04-11 15:00:00
12870234,409.7938,410.98,409.71,411.06,409.23,1681241400000,77772,2023-04-11 15:30:00
6704459,409.6711,409.71,409.99,410.03,409.6116,1681243200000,4542,2023-04-11 16:00:00
445605,409.9166,409.97,409.8,410.02,409.8,1.681245e+12,1224,2023-04-11 16:30:00
45636,409.7612,409.86,409.79,409.9,409.72,1681246800000,335,2023-04-11 17:00:00
8753,409.7062,409.805,409.75,409.81,409.65,1681248600000,160,2023-04-11 17:30:00
60417,409.8287,409.74,409.83,409.92,409.74,1681250400000,328,2023-04-11 18:00:00
11976,409.8726,409.87,409.85,409.941,409.79,1681252200000,111,2023-04-11 18:30:00
8501,409.8618,409.85,409.83,409.9,409.81,1.681254e+12,93,2023-04-11 19:00:00
32138,409.9761,409.85,409.94,410.05,409.85,1681255800000,269,2023-04-11 19:30:00
18250,410.2174,409.91,410.21,410.48,409.9,1681286400000,141,2023-04-12 04:00:00
3657,410.1258,410.2,410.07,410.25,410.07,1681288200000,38,2023-04-12 04:30:00
7182,410.0458,409.97,410.11,410.17,409.92,1.68129e+12,44,2023-04-12 05:00:00
7032,410.3684,410.16,410.43,410.5,410.13,1681291800000,61,2023-04-12 05:30:00
9371,410.5031,410.48,410.48,410.67,410.39,1681293600000,62,2023-04-12 06:00:00
13305,410.4169,410.47,410.26,410.5,410.26,1681295400000,119,2023-04-12 06:30:00
57576,410.239,410.29,410.2,410.38,410.12,1681297200000,497,2023-04-12 07:00:00
111076,410.304,410.19,410.61,410.63,410.13,1.681299e+12,768,2023-04-12 07:30:00
339056,410.1235,410.61,409.81,410.6104,409.52,1681300800000,2166,2023-04-12 08:00:00
2415192,412.8095,410.14,412.11,413.75,410.14,1681302600000,13314,2023-04-12 08:30:00
787062,411.9533,412.12,411.85,412.43,411.58,1681304400000,5428,2023-04-12 09:00:00
8516463,411.2194,411.87,410.75,412.17,410.14,1681306200000,74657,2023-04-12 09:30:00
5811069,411.315,410.74,411.57,411.85,410.34,1.681308e+12,54568,2023-04-12 10:00:00
6595038,410.1418,411.55,409.174,411.7401,409.09,1681309800000,57032,2023-04-12 10:30:00
5489996,408.9319,409.18,409.5875,409.6,408.23,1681311600000,50430,2023-04-12 11:00:00
3760002,409.794,409.58,410.34,410.47,409.26,1681313400000,33855,2023-04-12 11:30:00
3518109,410.4499,410.34,410.53,410.76,410.24,1681315200000,29531,2023-04-12 12:00:00
2481533,410.6126,410.53,410.86,410.97,410.24,1.681317e+12,20615,2023-04-12 12:30:00
3127959,411.0891,410.87,411.19,411.48,410.46,1681318800000,28057,2023-04-12 13:00:00
2445546,411.0374,411.19,410.8799,411.48,410.64,1681320600000,22784,2023-04-12 13:30:00
5379119,410.7435,410.879,409.63,411.48,409.43,1681322400000,48682,2023-04-12 14:00:00
6067689,409.0835,409.63,409.0211,409.63,408.52,1681324200000,48577,2023-04-12 14:30:00
6112842,408.3143,409.03,407.58,409.42,407.46,1.681326e+12,49310,2023-04-12 15:00:00
14661315,408.0838,407.59,408.07,408.49,407.44,1681327800000,90789,2023-04-12 15:30:00
6612925,408.3189,408.1,407.75,408.21,407.7,1681329600000,4485,2023-04-12 16:00:00
439234,407.9615,407.77,407.77,408.05,407.71,1681331400000,708,2023-04-12 16:30:00
31466,407.7153,407.86,407.7,407.92,407.61,1681333200000,291,2023-04-12 17:00:00
253848,408.0381,407.7,407.79,408.05,407.6,1.681335e+12,135,2023-04-12 17:30:00
31265,407.6892,407.79,407.61,407.82,407.55,1681336800000,260,2023-04-12 18:00:00
73530,407.3211,407.61,407.32,407.61,407.22,1681338600000,516,2023-04-12 18:30:00
40142,407.4098,407.34,407.44,407.5,407.28,1681340400000,375,2023-04-12 19:00:00
22943,407.3222,407.43,407.2,407.56,407.15,1681342200000,390,2023-04-12 19:30:00
39943,408.9786,409,408.68,409.31,408.61,1681372800000,283,2023-04-13 04:00:00
9412,408.6928,408.7,408.54,408.86,408.54,1681374600000,67,2023-04-13 04:30:00
20605,409.0061,408.6,409.2,409.36,408.54,1681376400000,156,2023-04-13 05:00:00
14867,409.0529,409.21,409.02,409.23,408.85,1681378200000,94,2023-04-13 05:30:00
20001,408.5804,408.95,408.35,408.95,408.33,1.68138e+12,169,2023-04-13 06:00:00
14440,408.4579,408.37,408.52,408.57,408.37,1681381800000,96,2023-04-13 06:30:00
61655,408.6275,408.5,408.53,408.79,408.42,1681383600000,466,2023-04-13 07:00:00
67604,408.3691,408.56,408.22,408.78,408.08,1681385400000,468,2023-04-13 07:30:00
115294,408.417,408.512,408.59,409.2,408.02,1681387200000,1387,2023-04-13 08:00:00
662576,409.1735,408.56,409.55,409.94,408.05,1.681389e+12,4072,2023-04-13 08:30:00
326990,409.3784,409.55,409.24,409.75,409.11,1681390800000,2348,2023-04-13 09:00:00
6624079,409.1685,409.18,409.1398,409.53,408.7007,1681392600000,59800,2023-04-13 09:30:00
6513717,410.1336,409.13,410.72,410.85,408.95,1681394400000,59228,2023-04-13 10:00:00
4671470,410.4499,410.74,410.26,410.88,410.1,1681396200000,41020,2023-04-13 10:30:00
3092059,410.5783,410.255,410.79,410.83,410.255,1.681398e+12,27639,2023-04-13 11:00:00
3327702,410.7804,410.79,410.95,411.08,410.34,1681399800000,29664,2023-04-13 11:30:00
4382352,410.4561,410.95,411.41,411.5,410.95,1681401600000,29731,2023-04-13 12:00:00
2646660,411.0313,411.41,411.49,411.56,411.14,1681403400000,22207,2023-04-13 12:30:00
4508235,411.1409,411.49,411.9025,412.12,411.095,1681405200000,32731,2023-04-13 13:00:00
3694149,412.3661,411.91,412.67,412.78,411.7709,1.681407e+12,35508,2023-04-13 13:30:00
5061009,412.5635,412.68,413.1375,413.44,412.55,1681408800000,40999,2023-04-13 14:00:00
6470192,412.8744,413.13,413.555,413.6599,412.94,1681410600000,38048,2023-04-13 14:30:00
6423817,412.5362,413.56,413.585,413.7899,407.9922,1681412400000,42837,2023-04-13 15:00:00
15629765,412.6696,413.59,413.445,413.84,413.13,1681414200000,90802,2023-04-13 15:30:00
8924598,413.3891,413.44,413.4,413.47,413.21,1.681416e+12,3824,2023-04-13 16:00:00
259775,413.3529,413.4,413,413.47,412.96,1681417800000,731,2023-04-13 16:30:00
54491,413.1335,413.08,413.14,413.24,413,1681419600000,373,2023-04-13 17:00:00
58459,413.0433,413.13,412.95,413.17,412.94,1681421400000,356,2023-04-13 17:30:00
82780,412.9816,412.93,413.18,413.19,412.88,1681423200000,367,2023-04-13 18:00:00
25479,413.2544,413.2,413.24,413.35,413.09,1.681425e+12,250,2023-04-13 18:30:00
30082,413.2761,413.26,413.11,413.34,413.1,1681426800000,222,2023-04-13 19:00:00
36955,413.1061,413.14,413.15,413.2,413.01,1681428600000,267,2023-04-13 19:30:00
13900,413.0199,413.28,412.86,413.28,412.79,1681459200000,144,2023-04-14 04:00:00
9269,412.8275,412.84,412.79,412.91,412.66,1.681461e+12,86,2023-04-14 04:30:00
6257,412.7571,412.69,412.82,412.94,412.65,1681462800000,50,2023-04-14 05:00:00
12690,412.8792,412.86,412.86,412.96,412.75,1681464600000,71,2023-04-14 05:30:00
17763,412.678,412.75,412.86,412.86,412.42,1681466400000,111,2023-04-14 06:00:00
103379,412.873,412.81,413.1,413.24,412.58,1681468200000,508,2023-04-14 06:30:00
367549,413.3998,413.07,413.29,413.68,412.98,1.68147e+12,1486,2023-04-14 07:00:00
168672,413.1909,413.29,413.27,413.38,413.07,1681471800000,853,2023-04-14 07:30:00
304698,413.5146,413.2508,413.53,413.85,412.5,1681473600000,1958,2023-04-14 08:00:00
449518,412.9095,413.65,412.91,413.999,412.41,1681475400000,3241,2023-04-14 08:30:00
396374,412.735,412.84,412.82,413,412.52,1681477200000,2307,2023-04-14 09:00:00
7435208,414.1269,412.81,414.8264,415.09,412.77,1.681479e+12,65203,2023-04-14 09:30:00
8791840,413.3415,414.79,412.3384,414.97,412.14,1681480800000,71221,2023-04-14 10:00:00
5118573,412.3078,412.35,412.22,412.76,411.71,1681482600000,42752,2023-04-14 10:30:00
4410765,411.9993,412.24,411.58,412.46,411.48,1681484400000,35812,2023-04-14 11:00:00
3389127,411.586,411.58,411.7714,411.9,411.27,1681486200000,29942,2023-04-14 11:30:00
3672692,411.2723,411.785,411.15,411.85,411,1.681488e+12,29693,2023-04-14 12:00:00
4448081,410.5766,411.14,410.35,411.15,410.13,1681489800000,37070,2023-04-14 12:30:00
3375316,410.9566,410.35,410.6077,411.54,410.28,1681491600000,30704,2023-04-14 13:00:00
3543443,410.5018,410.61,411.02,411.15,410.06,1681493400000,32016,2023-04-14 13:30:00
3279047,411.3478,411.03,411.89,411.92,410.69,1681495200000,30078,2023-04-14 14:00:00
3813652,412.0642,411.89,412.0821,412.19,411.67,1.681497e+12,33621,2023-04-14 14:30:00
6866426,411.9409,412.09,411.794,412.095,410.65,1681498800000,52326,2023-04-14 15:00:00
10208434,412.4808,411.8,412.49,412.785,411.69,1681500600000,81206,2023-04-14 15:30:00
6008732,412.6639,412.5,413.2,413.275,412.46,1681502400000,5729,2023-04-14 16:00:00
721217,413.4481,413.19,413.36,413.7,412.46,1681504200000,2344,2023-04-14 16:30:00
231220,413.0008,413.47,412.94,413.47,412.92,1.681506e+12,927,2023-04-14 17:00:00
22805,413.0103,413.04,413,413.08,412.9642,1681507800000,205,2023-04-14 17:30:00
6432,413.0531,413.04,413.05,413.1,413,1681509600000,86,2023-04-14 18:00:00
920,413.0461,413.02,413.03,413.08,413.02,1681511400000,20,2023-04-14 18:30:00
4279,413.0783,413.08,413.1,413.1,413.05,1681513200000,52,2023-04-14 19:00:00
9821,413.1189,413.06,413.15,413.15,413.06,1.681515e+12,193,2023-04-14 19:30:00
24968,413.3171,413.32,413.24,413.51,413.14,1681718400000,176,2023-04-17 04:00:00
26201,413.0692,413.11,413.04,413.19,413,1681720200000,115,2023-04-17 04:30:00
13500,413.0535,413.08,413.02,413.21,412.89,1.681722e+12,86,2023-04-17 05:00:00
22178,412.7365,412.99,412.81,413.1,412.63,1681723800000,100,2023-04-17 05:30:00
3813,412.8179,412.81,412.75,412.92,412.73,1681725600000,38,2023-04-17 06:00:00
